"year","sex","age","deaths"
1993,"male",35,52.5983746351832
1993,"male",40,55.6328962487515
1993,"male",45,59.6789250668425
1993,"male",50,59.6789250668425
1993,"male",55,69.79399711207
1993,"male",60,90.0241412025251
1993,"male",65,104.185242065844
1993,"male",70,104.185242065844
1993,"male",75,111.265792497503
1993,"male",80,107.219763679412
1993,"male",85,149.703066269368
1994,"male",0,128.082967557252
1994,"male",1,29.4794131679389
1994,"male",5,11.1818463740458
1994,"male",10,21.347161259542
1994,"male",15,32.5290076335878
1994,"male",20,60.9918893129771
1994,"male",25,49.8100429389313
1994,"male",30,42.694322519084
1994,"male",35,54.8927003816794
1994,"male",40,47.7769799618321
1994,"male",45,53.8761688931298
1994,"male",50,70.1406727099237
1994,"male",55,68.1076097328244
1994,"male",60,84.3721135496183
1994,"male",65,95.5539599236641
1994,"male",70,135.198687977099
1994,"male",75,94.5374284351145
1994,"male",80,113.851526717557
1994,"male",85,137.231750954198
1995,"male",0,109.221350078493
1995,"male",1,23.6989721868428
1995,"male",5,16.486241521282
1995,"male",10,9.2735108557211
1995,"male",15,38.1244335179645
1995,"male",20,53.5802849441663
1995,"male",25,48.4283344687657
1995,"male",30,43.2763839933651
1995,"male",35,45.3371641835254
1995,"male",40,54.6106750392465
1995,"male",45,60.7930156097272
1995,"male",50,61.8234057048073
1995,"male",55,76.248867035929
1995,"male",60,93.7654986522911
1995,"male",65,87.5831580818104
1995,"male",70,118.494860934214
1995,"male",75,118.494860934214
1995,"male",80,104.069399603092
1995,"male",85,149.406563786618
1996,"male",0,119.903220908582
1996,"male",1,24.4674307623282
1996,"male",5,13.2531916629278
1996,"male",10,10.1947628176367
1996,"male",15,31.6037647346739
1996,"male",20,40.779051270547
1996,"male",25,44.8569563976017
1996,"male",30,38.7400987070196
1996,"male",35,48.9348615246564
1996,"male",40,56.0711954970021
1996,"male",45,54.0322429334747
1996,"male",50,72.3828160052209
1996,"male",55,64.2270057511115
1996,"male",60,87.674960231676
1996,"male",65,87.674960231676
1996,"male",70,123.356630093405
1996,"male",75,109.083962148713
1996,"male",80,101.947628176367
1996,"male",85,179.427825590407
1997,"male",0,87.0983592017738
1997,"male",1,14.1788026607539
1997,"male",5,13.1660310421286
1997,"male",10,11.140487804878
1997,"male",15,29.370376940133
1997,"male",20,39.4980931263858
1997,"male",25,56.7152106430155
1997,"male",30,54.689667405765
1997,"male",35,56.7152106430155
1997,"male",40,40.5108647450111
1997,"male",45,55.7024390243902
1997,"male",50,67.8556984478936
1997,"male",55,72.91955654102
1997,"male",60,103.302705099778
1997,"male",65,90.1366740576497
1997,"male",70,128.62199556541
1997,"male",75,127.609223946785
1997,"male",80,134.698625277162
1997,"male",85,186.349977827051
1998,"male",0,89.5380534159957
1998,"male",1,16.1849969705447
1998,"male",5,10.1156231065904
1998,"male",10,11.1271854172495
1998,"male",15,28.3237446984532
1998,"male",20,28.3237446984532
1998,"male",25,42.2872714965702
1998,"male",30,38.4393678050436
1998,"male",35,46.531866290316
1998,"male",40,63.7284255715197
1998,"male",45,64.7399878821787
1998,"male",50,70.809361746133
1998,"male",55,65.7515501928378
1998,"male",60,77.8902979207463
1998,"male",65,97.1099818232681
1998,"male",70,104.190917997881
1998,"male",75,146.676535045561
1998,"male",80,131.503100385676
1998,"male",85,179.046528986651
1999,"male",0,90.0392509068621
1999,"male",1,22.3673455575591
1999,"male",5,7.11688267740516
1999,"male",10,9.15027772809235
1999,"male",15,31.5176232856514
1999,"male",20,41.6845985390874
1999,"male",25,42.701296064431
1999,"male",30,45.7513886404618
1999,"male",35,39.6512034884002
1999,"male",40,53.8849688432105
1999,"male",45,61.0018515206157
1999,"male",50,65.0686416219901
1999,"male",55,89.4693822302363
1999,"male",60,94.5528698569543
1999,"male",65,105.736542635734
1999,"male",70,112.853425313139
1999,"male",75,117.936912939857
1999,"male",80,122.003703041231
1999,"male",85,187.072344663221
2000,"male",0,98.8557763061074
2000,"male",1,15.2869757174393
2000,"male",5,12.2295805739514
2000,"male",10,9.17218543046358
2000,"male",15,35.6696100073584
2000,"male",20,37.7078734363503
2000,"male",25,41.7844002943341
2000,"male",30,63.1861662987491
2000,"male",35,50.9565857247976
2000,"male",40,51.9757174392936
2000,"male",45,59.1096394407653
2000,"male",50,76.4348785871965
2000,"male",55,80.5114054451803
2000,"male",60,101.913171449595
2000,"male",65,91.7218543046358
2000,"male",70,119.238410596026
2000,"male",75,142.678440029433
2000,"male",80,118.219278881531
2000,"male",85,178.348050036792
2001,"male",0,90.9304823212957
2001,"male",1,13.1344030019649
2001,"male",5,11.1137256170473
2001,"male",10,11.1137256170473
2001,"male",15,24.2481286190122
2001,"male",20,42.4342250832713
2001,"male",25,41.4238863908125
2001,"male",30,47.4859185455655
2001,"male",35,54.5582893927774
2001,"male",40,43.4445637757302
2001,"male",45,64.6616763173658
2001,"male",50,56.5789667776951
2001,"male",55,75.7754019344131
2001,"male",60,101.033869245884
2001,"male",65,104.64951951047
2001,"male",70,149.530126483909
2001,"male",75,142.010952469912
2001,"male",80,106.085562708178
2001,"male",85,187.922996797344
2002,"male",0,69.3714687280394
2002,"male",1,23.4638791286015
2002,"male",5,11.2218552354181
2002,"male",10,13.2621925509487
2002,"male",15,33.6655657062544
2002,"male",20,39.7865776528461
2002,"male",25,52.0286015460295
2002,"male",30,66.3109627547435
2002,"male",35,33.6655657062544
2002,"male",40,59.1697821503865
2002,"male",45,78.5529866479269
2002,"male",50,66.3109627547435
2002,"male",55,78.5529866479269
2002,"male",60,102.016865776528
2002,"male",65,103.037034434294
2002,"male",70,140.783274771609
2002,"male",75,146.904286718201
2002,"male",80,124.460576247365
2002,"male",85,209.134574841883
2003,"male",0,74.0964468331037
2003,"male",1,14.2102774748418
2003,"male",5,4.06007927852623
2003,"male",10,10.1501981963156
2003,"male",15,33.4956540478414
2003,"male",20,38.5707531459992
2003,"male",25,47.7059315226832
2003,"male",30,38.5707531459992
2003,"male",35,42.6308324245254
2003,"male",40,47.7059315226832
2003,"male",45,66.9913080956828
2003,"male",50,67.5738412095583
2003,"male",55,69.0213477349459
2003,"male",60,91.3517837668402
2003,"male",65,113.682219798734
2003,"male",70,138.042695469892
2003,"male",75,132.967596371734
2003,"male",80,119.772338716524
2003,"male",85,200.973924287048
2004,"male",0,78.7224501943525
2004,"male",1,15.1389327296832
2004,"male",5,7.06483527385215
2004,"male",10,14.1296705477043
2004,"male",15,20.1852436395776
2004,"male",20,40.3704872791551
2004,"male",25,39.3612250971763
2004,"male",30,43.3982738250918
2004,"male",35,55.5094200088383
2004,"male",40,60.5557309187327
2004,"male",45,74.685401466437
2004,"male",50,81.7502367402891
2004,"male",55,73.6761392844581
2004,"male",60,87.8058098321624
2004,"male",65,113.037364381634
2004,"male",70,143.315229841001
2004,"male",75,133.784728730162
2004,"male",80,133.222608021212
2004,"male",85,200.843174213797
2005,"male",0,93.0622193713919
2005,"male",1,14.1616420782553
2005,"male",5,5.0577293136626
2005,"male",10,8.09236690186017
2005,"male",15,24.2771007055805
2005,"male",20,26.3001924310455
2005,"male",25,36.4156510583707
2005,"male",30,40.4618345093008
2005,"male",35,47.5426555484285
2005,"male",40,76.8774855676716
2005,"male",45,71.819756254009
2005,"male",50,84.9698524695317
2005,"male",55,92.0506735086594
2005,"male",60,113.293136626042
2005,"male",65,136.55869146889
2005,"male",70,122.397049390635
2005,"male",75,155.778062860808
2005,"male",80,171.962796664529
2005,"male",85,255.921103271328
2006,"male",0,77.6173357343206
2006,"male",1,19.1523295967804
2006,"male",5,9.07215612479072
2006,"male",10,14.1122428607856
2006,"male",15,27.2164683743722
2006,"male",20,37.2966418463619
2006,"male",25,52.4169020543464
2006,"male",30,44.3527632767546
2006,"male",35,56.4489714431423
2006,"male",40,68.5451796095299
2006,"male",45,79.6333704287185
2006,"male",50,83.6654398175144
2006,"male",55,104.833804108693
2006,"male",60,103.825786761494
2006,"male",65,138.098376566259
2006,"male",70,113.905960233483
2006,"male",75,168.338896982228
2006,"male",80,152.69847397649
2006,"male",85,283.25287456291
2007,"male",0,71.192195224988
2007,"male",1,16.1528510174342
2007,"male",5,5.0477659429482
2007,"male",10,13.1241914516653
2007,"male",15,27.2579360919203
2007,"male",20,37.3534679778167
2007,"male",25,38.3630211664063
2007,"male",30,55.5254253724302
